query_id,query_length,num_tables,num_joins,query_depth,complexity_score,has_aggregates,has_group_by,has_order_by,has_limit,has_distinct,has_window_functions,has_outer_joins,estimated_join_complexity,has_subqueries,has_correlated_subqueries,has_large_tables,all_tables_small,has_complex_expressions,has_user_functions,has_text_operations,has_numeric_heavy_ops,num_aggregate_funcs,analytical_pattern,transactional_pattern,etl_pattern,command_type,pg_time_ms,duck_time_ms,best_engine
179,493,2,1,1,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,unknown
180,407,2,1,1,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,60015.80432499759,41318.60069400864,duckdb
181,436,5,4,1,4,0,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,unknown
182,392,4,3,1,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,1.333637977950275,32.019186997786164,postgres
183,122,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16.110518015921116,18.26037495629862,postgres
184,227,3,2,1,2,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,27.57140400353819,21.50741301011294,duckdb
185,168,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4156680079177022,11.971598025411367,postgres
186,220,3,2,1,2,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,17.350921989418566,37.348763027694076,postgres
187,350,3,2,1,3,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,5.904202000238001,26.578151038847864,postgres
188,342,2,1,1,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,unknown
189,310,4,3,1,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,0,2.825438976287842,36.31074802251533,postgres
190,609,1,0,1,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,-1,-1,unknown
191,810,5,4,1,8,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,6,1,0,0,0,-1,-1,unknown
192,447,3,2,1,4,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,3,0,0,0,0,-1,-1,unknown
193,412,5,4,1,4,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,1673.5922780353576,unknown
194,326,5,4,1,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0.4743330064229667,42.11864696117118,postgres
195,376,5,4,1,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0.7255979580804706,3.973772982135415,postgres
196,479,5,4,1,4,1,1,1,1,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,-1,unknown
197,467,5,4,1,4,1,0,1,1,0,0,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
198,628,1,0,1,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,-1,-1,unknown
199,422,3,2,1,4,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,-1,unknown
200,255,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.35726302303373814,12.357634957879782,postgres
201,688,1,0,1,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0.5538369878195226,17.290097021032125,postgres
202,408,4,3,1,4,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,43.104665994178504,119.64727501617745,postgres
203,110,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1.0364300105720758,12.810555985197425,postgres
204,315,4,3,1,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
205,681,4,3,1,6,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,115.10944896144792,97.60768699925393,duckdb
206,337,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,-1,-1,unknown
207,336,5,4,1,3,1,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
208,348,3,2,1,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,4,1,0,0,0,3.341653966344893,23.933868040330708,postgres
209,361,5,4,1,3,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,2.141587028745562,4.147795028984547,postgres
210,564,4,3,1,5,1,1,1,1,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,67.09327001590282,173.4933810075745,postgres
211,621,5,4,1,6,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,3237.0006690034643,353.10129198478535,duckdb
212,887,4,3,1,8,0,1,1,1,0,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6859400309622288,2.7551630046218634,postgres
213,581,2,1,1,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0.9879360441118479,2.1794309723190963,postgres
214,289,5,4,1,2,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,0.8816560148261487,32.605129992589355,postgres
215,370,1,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.4983220132999122,1.7252679681405425,postgres
216,413,2,1,1,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,4,1,0,0,0,0.5545740132220089,22.631055035162717,postgres
217,198,3,2,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
218,504,3,2,1,5,1,1,1,1,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
219,464,3,2,1,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,unknown
220,562,2,1,1,5,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
221,511,2,1,1,5,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1.0337689891457558,24.93310399586335,postgres
222,493,1,0,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,-1,unknown
223,212,3,2,1,2,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8.503090008161962,26.19280299404636,postgres
224,272,1,0,1,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.4110269946977496,16.4771230192855,postgres
225,273,2,1,1,2,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,89.06488999491557,58.820486010517925,duckdb
226,522,4,3,1,5,1,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,504.719786986243,564.5884030382149,postgres
227,319,4,3,1,3,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
228,687,2,1,1,6,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,184.27362700458616,209.5151639659889,postgres
229,300,5,4,1,3,1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,1013.2005659979768,72.8511440102011,duckdb
230,256,2,1,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0.49717503134161234,22.548525943420827,postgres
231,291,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0.3591899876482785,3.113876038696617,postgres
232,217,3,2,1,2,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,13970.512770989444,unknown
233,568,2,1,1,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0.5056919762864709,3.290210966952145,postgres
234,568,3,2,1,5,1,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,-1,-1,unknown
235,212,3,2,1,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,20094.23790598521,3226.461057027336,duckdb
236,330,3,2,1,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0.6526599754579365,63.96352301817387,postgres
237,334,5,4,1,3,1,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,-1,unknown
238,593,3,2,1,5,1,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,6069.461913022678,6059.353625983931,duckdb
239,290,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-1,-1,unknown
240,683,5,4,1,6,1,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
241,291,5,4,1,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,unknown
242,332,3,2,1,3,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,-1,unknown
243,346,5,4,1,3,1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,-1,unknown
244,342,4,3,1,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0.40705903666093946,26.046928018331528,postgres
245,343,2,1,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.48281700583174825,23.768055951222777,postgres
246,262,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
247,312,4,3,1,3,1,0,1,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
248,470,4,3,1,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,3,0,0,0,0,-1,-1,unknown
249,340,3,2,1,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,136.0805380390957,238.55614598141983,postgres
250,497,4,3,1,4,1,1,1,0,0,0,0,6,0,0,0,0,0,0,1,0,4,1,0,0,0,2.5310259661637247,38.737168011721224,postgres
251,414,4,3,1,4,1,0,0,1,0,0,0,6,0,0,0,0,0,0,1,0,4,1,0,0,0,1409.003580978606,2038.967219996266,postgres
252,534,5,4,1,5,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
253,500,5,4,1,5,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,-1,unknown
254,545,3,2,1,5,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0.8800560026429594,32.49385999515653,postgres
255,650,1,0,1,6,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,1,0,0,0.477341003715992,14.019170019309968,postgres
256,487,4,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
257,316,3,2,1,3,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,5,1,0,0,0,-1,-1,unknown
258,61,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.2860719687305391,11.40091405250132,postgres
259,160,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0.354297982994467,12.834902037866414,postgres
260,270,2,1,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,-1,unknown
261,659,4,3,1,6,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
262,468,3,2,1,4,1,1,1,1,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,1.0909069678746164,22.919508977793157,postgres
263,418,4,3,1,4,1,1,0,1,0,0,0,6,0,0,0,0,0,0,1,0,4,1,0,0,0,3.1958959880284965,30.667699000332505,postgres
264,350,5,4,1,3,1,1,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,6942.295924003702,1364.1148299793713,duckdb
265,423,4,3,1,4,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,392.33431802131236,205.16146696172655,duckdb
266,201,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.4952040035277605,3.103183989878744,postgres
267,209,2,1,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,-1,-1,unknown
268,333,5,4,1,3,1,0,1,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,5737.096294993535,844.9096790282056,duckdb
269,184,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,2.571863995399326,14.402066997718066,postgres
270,297,2,1,1,2,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1.0746509651653469,23.75718700932339,postgres
271,831,4,3,1,8,1,1,0,1,0,0,0,6,0,0,0,0,0,0,1,0,2,1,0,0,0,150.5303870071657,142.3245249898173,duckdb
272,245,4,3,1,2,1,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,329.2384449741803,61.030242999549955,duckdb
273,1060,2,1,1,10,1,1,0,0,0,0,1,2,0,0,0,0,0,0,1,0,4,1,0,0,0,-1,-1,unknown
274,219,2,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,-1,-1,unknown
275,332,1,0,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,105.40619603125378,105.54824100108817,postgres
276,576,3,2,1,5,1,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,-1,unknown
277,170,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,1.2754059862345457,13.351961970329285,postgres
278,194,3,2,1,1,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,54.679488006513566,28.24299200437963,duckdb
279,237,4,3,1,2,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,-1,-1,unknown
280,386,3,2,1,3,1,1,0,0,0,0,0,4,0,0,0,0,0,0,1,0,4,1,0,0,0,56305.042829946615,7236.879029020201,duckdb
281,148,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.4667509929277003,14.063919021282345,postgres
282,192,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0.37029001396149397,12.52941502025351,postgres
283,286,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0.28916902374476194,3.041467978619039,postgres
284,224,1,0,1,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,-1,-1,unknown
285,539,5,4,1,5,1,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,4,0,0,0,0,0.668163993395865,39.791204035282135,postgres
286,612,4,3,1,6,1,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,4,1,0,0,0,762.3279060353525,841.5053799981251,postgres
287,714,5,4,1,7,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,4,1,0,0,0,-1,-1,unknown
288,586,3,2,1,5,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,0,11.008997971657664,86.44582395209,postgres
289,382,3,2,1,3,1,0,1,1,0,0,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,unknown
290,388,5,4,1,3,1,1,1,0,0,0,0,8,0,0,0,0,0,0,1,0,2,1,0,0,0,-1,-1,unknown
291,318,4,3,1,3,1,1,1,0,0,0,0,6,0,0,0,0,0,0,1,0,1,1,0,0,0,-1,-1,unknown
292,125,2,1,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0.35514699993655086,20.39582299767062,postgres
293,498,4,3,1,4,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0.4444870282895863,24.361318966839463,postgres
294,293,2,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,unknown
295,436,3,2,1,4,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
296,213,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.35761704202741385,11.437480978202075,postgres
297,318,5,4,1,3,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,unknown
298,286,2,1,1,2,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,-1,-1,unknown
299,819,3,2,1,8,1,1,1,0,0,0,1,4,0,0,0,0,0,0,1,0,5,1,0,0,0,0.8351770229637623,2.8756569954566658,postgres
300,844,5,4,1,8,1,0,1,0,0,0,1,8,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
301,340,4,3,1,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,2.828267985023558,34.163371950853616,postgres
302,855,5,4,1,8,1,1,0,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,0,0,0,1175.576745008584,231.45993996877223,duckdb
303,373,1,0,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0.3901419695466757,14.532608969602734,postgres
304,281,2,1,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,-1,unknown
305,681,2,1,1,6,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0.5428500007838011,2.811660000588745,postgres
306,529,4,3,1,5,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,0.5743550136685371,30.350806016940624,postgres
307,956,5,4,1,9,1,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
308,312,2,1,1,3,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0.5153620149940252,24.87076201941818,postgres
309,121,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0.40398299461230636,11.864750005770475,postgres
310,713,5,4,1,7,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,3,1,0,0,0,1.44182302756235,3.073978004977107,postgres
311,723,3,2,1,7,1,1,1,0,0,0,0,4,0,0,0,0,0,0,1,0,4,1,0,0,0,-1,-1,unknown
312,271,2,1,1,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,-1,-1,unknown
313,549,5,4,1,5,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,2,1,0,0,0,-1,-1,unknown
314,176,2,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,unknown
315,298,4,3,1,2,1,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,4,1,0,0,0,1766.4851939771324,123.07870201766491,duckdb
316,316,1,0,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.7452239515259862,12.732211034744978,postgres
317,623,4,3,1,6,1,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,-1,-1,unknown
318,172,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0.5200700252316892,12.859186972491443,postgres
319,404,2,1,1,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,6,1,0,0,0,1.9373249961063266,25.856325984932482,postgres
320,386,4,3,1,3,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
321,450,3,2,1,4,1,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,-1,-1,unknown
322,368,4,3,1,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,74.46271600201726,43.24132401961833,duckdb
323,229,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0.35342498449608684,13.295395008753985,postgres
324,429,5,4,1,4,1,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,3,0,0,0,0,-1,-1,unknown
325,290,5,4,1,2,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,-1,-1,unknown
326,141,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.3720279783010483,428.2533790101297,postgres
327,268,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,-1,-1,unknown
328,510,5,4,1,5,1,0,1,1,0,0,0,8,0,0,0,0,0,0,1,0,2,1,0,0,0,-1,-1,unknown
329,470,4,3,1,4,1,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
330,394,5,4,1,3,1,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,2,1,0,0,0,-1,-1,unknown
331,548,3,2,1,5,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,-1,-1,unknown
332,376,2,1,1,3,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,67.61351902969182,69.46649501333013,postgres
333,1040,5,4,1,10,1,1,0,0,0,0,1,8,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,-1,unknown
334,457,2,1,1,4,1,1,0,1,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0.3946729702875018,13.061659992672503,postgres
335,403,2,1,1,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,0,0,0.6750890170224011,27.610236022155732,postgres
336,310,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0.3931639948859811,14.086086011957377,postgres
337,327,2,1,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,-1,-1,unknown
338,418,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,0.44100999366492033,3.5326789948157966,postgres
339,197,2,1,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,2.2593900212086737,28.335561975836754,postgres
340,876,4,3,1,8,1,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,3,1,0,0,0,13.941671000793576,14.637347951065749,postgres
341,527,5,4,1,5,1,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,4,1,0,0,0,0.7690709899179637,39.99586997088045,postgres
342,585,1,0,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,0,0,0.5106260068714619,15.578003018163145,postgres
343,367,2,1,1,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,1,0,0,0,124.88360702991486,34.72359396982938,duckdb
344,384,4,3,1,3,1,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,115.77072599902749,42.376151017379016,duckdb
345,513,3,2,1,5,1,1,1,1,0,0,0,4,0,0,0,0,0,0,1,0,3,1,0,0,0,-1,32735.092998016626,unknown
-1276242412570189350,413,4,3,1,4,1,1,0,1,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,0,0,427.62470501475036,78.83771596243605,duckdb
2,427,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0.9217770420946181,15.024213993456215,postgres
3,444,2,1,1,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,101.52774798916653,224.58609100431204,postgres
